Number	Gender	GivenName	Surname	Birthday	Age	BloodType	Kilograms	Centimeters
5972	female	Yaroslav	Aksakova	4/27/2001	16	O+	68.5	157
5973	female	Elina	Shubina	6/15/2010	7	A+	30.9	124
5974	female	Orlene	Gougeon	7/15/2016	1	O+	8.5	69
5975	female	Melissa	Thornton	12/2/2015	2	O+	12.3	84
5976	male	Romain	Jetté	1/9/2013	5	O+	24.4	117
5977	female	Sarah	Kolesnikova	5/16/2005	12	A+	60.8	142
5978	female	Musette	Nadeau	11/26/2016	1	B+	8.7	78
5979	female	Valeria	Voronina	1/16/2003	15	B+	68.1	157
5980	female	Georgia	Moore	2/19/2011	6	AB+	24.5	113
5981	female	Lika	Kornilova	4/20/2004	13	B+	34.5	150
5982	male	Leo	Tyler	7/14/2008	9	O+	42.6	128
5983	male	Bernard	Quenneville	1/9/2018	0	B+	5	45
5984	female	Ila	Gagnon	7/31/2004	13	B+	57.1	144
5985	male	Charlie	Sinclair	9/13/2001	16	A+	88.3	172
5986	male	Rhys	Hewitt	9/18/2010	7	O+	29.1	122
5987	male	Harry	Jennings	7/27/2007	10	O+	35.5	150
5988	male	John	Leonard	1/21/2001	16	O-	79	165
5989	female	Maxine	Classen	10/21/2014	3	B+	17.5	93
5990	male	Oliver	Bray	9/17/2014	3	A+	11	97
5991	female	Sophie	Kirby	5/29/2013	4	A+	21.2	102
5992	female	Dean	Efremova	7/7/2001	16	B+	81.9	150
5993	male	Gennady	Izmailov	1/24/2017	0	A+	3.3	55
5994	male	Roch	Laforge	7/28/2006	11	O+	33.1	133
5995	male	Logan	Potts	3/26/2002	15	O+	41.6	183
5996	female	Slainie	Cantin	10/8/2012	5	O+	20.4	105
5997	female	Molly	Bruce	3/8/2015	2	O+	11.6	86
5998	female	Maddison	Tyler	8/15/2009	8	O+	35.4	125
5999	male	Carl	Goodwill	1/5/2013	5	AB+	14.7	106
6000	male	Taylor	Pratt	12/25/2008	9	B+	23.5	133
6001	female	Madeleine	Dawson	4/27/2007	10	A+	27.8	148
6002	female	Aaliyah	Kerr	5/24/2016	1	O-	9	74
6003	male	Verney	Saindon	7/25/2004	13	A+	48.6	148
6004	male	Archie	Vincent	3/28/2007	10	O+	35.6	140
6005	female	Angelique	Leroux	7/9/2006	11	O+	47.7	141
6006	male	Hugues	Rouze	10/12/2013	4	O+	13.4	104
6007	female	Julia	Alexeyeva	5/12/2001	16	A+	56.6	153
6008	male	Xarles	Mailhot	10/13/2014	3	B+	18.6	89
6009	male	Christopher	Forster	8/28/2002	15	A+	57.4	167
6010	female	Ida	Bazarova	9/15/2010	7	O+	20.3	119
6011	female	Mayra	Purcell	6/1/2005	12	A+	44.3	158
6012	male	Geoffrey	Rhéaume	7/12/2001	16	O+	54.7	159
6013	female	Madeleine	Stephenson	8/27/2001	16	B+	52.1	167
6014	female	Joy	Cressac	5/29/2002	15	A+	73.5	174
6015	male	Anton	Chabot	4/15/2005	12	A+	55.9	155
6016	female	Evdokia	Sidorova	11/2/2000	17	O+	68.7	158
6017	female	Marianela	Evans	6/8/2005	12	O+	34.9	138
6018	female	Nicole	Hicks	9/17/2006	11	A+	26.4	154
6019	female	Samantha	Shah	1/23/2016	1	A+	8.1	73
6020	female	Paige	Mitchell	2/17/2013	4	A+	21.4	104
6021	female	Eupraxia	Bogdanova	2/21/2001	16	O-	57.2	175
6022	male	Christian	Duranseau	4/10/2004	13	O-	47.7	147
6023	male	Jason	Johnson	3/11/2015	2	O+	13.9	92
6024	female	Angela	Corson	5/24/2009	8	B+	35.3	132
6025	male	Harold	Ayers	7/6/2009	8	B+	31.2	124
6026	female	Aubrette	Tardif	1/18/2001	17	A+	78.6	151
6027	female	Alisha	Humphries	8/23/2007	10	A+	41.2	140
6028	male	Guerin	Collin	5/29/2004	13	A+	49.1	170
6029	female	Marphisa	Angélil	1/2/2011	7	B+	18.8	127
6030	male	Oliver	Kaur	10/11/2009	8	A+	27.5	128
6031	male	David	Laxton	5/10/2001	16	AB+	74.8	176
6032	male	John	Kelly	5/7/2009	8	O+	32.3	134
6033	female	Theresa	Martinez	3/26/2008	9	A-	42.3	128
6034	male	Dennis	Gladney	9/21/2016	1	O+	8.5	77
6035	female	Amélie	Lizotte	3/27/2012	5	O+	22.1	101
6036	female	Natalia	Konovalova	7/8/2017	0	O+	3.4	51
6037	female	Holly	O'Donnell	10/22/2017	0	B+	4.1	45
6038	male	Ramon	Morgan	10/14/2007	10	O+	35.3	149
6039	female	Anne	Quirion	10/3/2011	6	O+	20.3	117
6040	female	Sonya	Devane	4/1/2014	3	O+	15.7	88
6041	female	Harriet	Randall	2/16/2005	12	B-	65.4	164
6042	male	Taylor	Cook	4/3/2011	6	A+	27.4	114
6043	female	Rosemarie	Patel	7/18/2002	15	O+	69.8	158
6044	male	Hleb	Aliyev	5/20/2003	14	O+	70.6	166
6045	male	Felix	Ulyanov	12/3/2015	2	O+	10.2	84
6046	male	Mohammad	Kirby	5/4/2013	4	A+	14.6	99
6047	female	Brunella	Marier	5/31/2011	6	B+	20.6	111
6048	female	Rive	Petit	12/31/2017	0	O+	2	52
6049	female	Valeria	Larionova	8/16/2001	16	A+	55.5	170
6050	male	Florus	Talon	6/17/2011	6	O+	19.8	118
6051	male	Samuel	Rogers	5/1/2010	7	O+	18.2	116
6052	male	Zak	Pollard	11/6/2017	0	B+	3.5	52
6053	male	Kuzma	Belov	4/12/2012	5	O+	22.9	112
6054	male	John	Hasty	7/29/2011	6	O+	17	112
6055	female	Pelagia	Lavrentyev	11/5/2003	14	B+	76	163
6056	male	Théodore	Charlesbois	4/19/2013	4	B+	13.5	100
6057	female	Tilly	Francis	7/12/2012	5	O+	17.9	117
6058	female	Daria	Muravyova	3/22/2010	7	B+	33.3	121
6059	female	Edith	Ponomaryova	10/9/2003	14	O+	52.2	156
6060	male	Georges	Beaujolie	11/6/2001	16	A+	66.6	183
6061	male	Zinovy	Vasiliev	1/22/2017	0	A+	3.7	48
6062	female	Matilda	Hughes	2/9/2013	4	O+	18.7	94
6063	male	Tyler	Miah	1/8/2018	0	B+	3.8	54
6064	male	Rinat	Mordvinov	7/2/2007	10	B+	48.6	131
6065	male	Jesse	Minks	4/15/2010	7	B+	21	121
6066	male	Scot	Evans	10/26/2012	5	O+	15.4	118
6067	male	Hilarion	Demidov	10/18/2012	5	B+	16.5	111
6068	female	Zemfira	Zuyeva	7/4/2016	1	A+	10.3	74
6069	male	Daniel	Volkov	3/25/2017	0	B-	3.3	45
6070	female	Hannah	Grant	3/27/2002	15	B+	50.7	174
6071	male	Toussaint	Labbé	2/2/2002	15	O+	64.9	161
6072	male	Nouel	Desnoyer	1/14/2011	7	B+	27.4	115
6073	female	Sofia	Watson	8/19/2010	7	B+	29.1	112
6074	female	Dielle	Lapresse	1/1/2010	8	A+	19.9	124
6075	male	Ray	Dumoulin	4/24/2012	5	A+	24	101
6076	female	Dean	Kudryashova	1/31/2004	13	A+	51.3	168
6077	male	Isaac	Gaillard	8/22/2014	3	A-	15.7	98
6078	male	Louis	Tolman	4/3/2007	10	B+	45.8	139
6079	female	Aurore	Sauvé	5/19/2006	11	O+	54.1	157
6080	male	Orville	Laramée	10/31/2009	8	B+	36.5	131
6081	male	Parfait	Laurent	2/20/2009	8	B+	31.5	127
6082	female	Candace	Carrara	9/19/2002	15	O+	42	166
6083	female	Lauri	Hiller	9/2/2005	12	O+	38.3	149
6084	female	Nicole	Boyle	10/8/2006	11	O+	47.8	139
6085	male	Paramon	Zuyev	9/18/2017	0	A+	2.3	55
6086	male	Nicephorus	Frolov	1/17/2016	2	O+	11.5	87
6087	female	Yaroslav	Kornilova	4/20/2016	1	B+	7.6	77
6088	male	Miroslav	Ermakov	10/5/2003	14	A+	71.3	174
6089	female	Amitee	Grondin	7/4/2007	10	O-	28.8	129
6090	female	Yasmin	Bryan	11/11/2001	16	O-	48.3	154
6091	male	John	Senecal	1/13/2007	11	O+	52.3	135
6092	male	Oscar	Sheppard	4/7/2013	4	A+	21.3	105
6093	male	Connor	Goddard	2/12/2011	6	A+	25.5	109
6094	female	Gayane	Medvedeva	1/15/2008	10	B+	41.5	137
6095	female	Zinaida	Yefremova	9/3/2015	2	O+	12.4	85
6096	female	Villette	Ayot	12/31/2006	11	O+	50.3	132
6097	female	Elvira	Kryukova	5/26/2013	4	B+	17.4	101
6098	male	Basil	Degtyaryov	1/18/2016	2	B+	11.6	82
6099	male	Rustam	Kalinin	10/8/2010	7	O+	22.6	129
6100	female	Cora	Borodina	9/6/2011	6	A+	16.1	123
6101	female	Arina	Rogova	3/31/2017	0	B+	3	53
6102	male	Melville	Ménard	4/3/2005	12	A+	59.5	140
6103	male	Platt	Gilbert	10/12/2001	16	A+	75.7	164
6104	male	Sebastian	O'Donnell	6/28/2008	9	B+	35.4	141
6105	female	Elise	Slater	6/15/2009	8	O+	26.1	132
6106	male	Alexander	Mordvinov	4/29/2005	12	O+	50	152
6107	male	Woodrow	Williams	1/5/2014	4	O+	15.7	110
6108	male	Robert	Burkhart	2/18/2003	14	O+	55.1	162
6109	male	Vadim	Zakharov	10/5/2008	9	O+	23.2	142
6110	male	Avent	Grandbois	8/29/2004	13	A+	52.5	146
6111	male	Éric	Mireault	1/18/2002	16	O+	66.2	186
6112	male	Arthur	Hankerson	12/31/2014	3	O+	16.7	101
6113	male	Vaden	Truchon	3/1/2003	14	B+	54.1	160
6114	male	Jamie	Martin	4/21/2000	17	A+	81.7	174
6115	female	Esther	Kozlova	4/18/2005	12	B+	55.9	158
6116	male	Iven	Carignan	2/12/2016	1	O+	10.9	79
6117	male	Davet	Rhéaume	3/10/2006	11	O+	29.9	138
6118	female	Laura	Stevens	8/23/2014	3	O+	12.9	93
6119	female	Anna	Kotova	1/29/2012	5	AB+	21.6	109
6120	male	Sargent	Lussier	10/8/2006	11	A-	49.1	132
6121	male	Vadim	Vassiliev	9/5/2002	15	A+	61.7	171
6122	male	Nicholas	Harvey	8/9/2007	10	O+	39	130
6123	male	Vick	Laforge	3/17/2004	13	AB+	68	143
6124	female	Isabel	Cameron	2/18/2011	6	B+	18.8	111
6125	female	Lily	Gibson	11/25/2006	11	O+	26	155
6126	female	Aurélie	Déziel	9/7/2012	5	O-	23.2	113
6127	male	Elisha	Aksyonov	6/14/2003	14	O+	47.1	166
6128	female	Madison	Osborne	12/14/2001	16	O+	45.6	175
6129	female	Capitolina	Isayeva	5/28/2016	1	B+	10.6	75
6130	female	Alice	Steele	11/17/2003	14	O+	75.9	165
6131	female	Harriet	Fry	9/10/2015	2	B+	9.1	82
6132	female	Capitolina	Fyodorova	6/13/2008	9	O+	26.1	132
6133	male	Leonti	Golubev	3/26/2015	2	O+	12.4	91
6134	female	Brigitte	Léveillé	3/10/2017	0	B+	3.2	53
6135	male	Joseph	Averyanov	11/30/2013	4	A+	22	95
6136	male	Declan	Poole	2/23/2003	14	B+	60	150
6137	male	Joseph	Phillips	8/16/2016	1	O-	9.7	78
6138	female	Courtney	Farrell	6/22/2012	5	O-	18.6	109
6139	female	Ellen	Dixon	11/6/2004	13	B+	52.1	154
6140	male	Harvey	Bass	9/28/2002	15	A+	50	161
6141	female	Arina	Cherkasova	9/12/2001	16	O-	46	174
6142	male	Mitrofan	Istomin	3/21/2013	4	B+	18	102
6143	male	Ismail	Maslov	12/23/2002	15	B+	58.2	175
6144	male	Sebastian	Burgess	3/8/2013	4	A+	16.2	101
6145	male	Anthony	Powell	1/26/2005	12	O+	44.5	155
6146	female	Magnolia	Lizotte	9/2/2001	16	A+	69.6	152
6147	female	Roxanne	Durand	10/29/2004	13	A+	42.6	166
6148	female	Nanna	Plaisance	1/3/2018	0	O-	4.6	45
6149	male	Felicien	Brasseur	1/12/2017	1	A+	10.1	78
6150	female	Trinette	De La Vergne	5/30/2001	16	B+	79	168
6151	male	Hardouin	Quinn	2/24/2002	15	B+	52	159
6152	male	Dylan	Harper	12/20/2014	3	O+	13.5	92
6153	male	Samson	Sokolov	12/2/2014	3	B+	17.9	94
6154	female	Margarita	Baum	3/10/2002	15	B+	47.5	160
6155	female	Freda	Kessel	5/18/2000	17	A+	64.5	157
6156	male	Raymond	Bourassa	9/7/2000	17	A+	51.2	181
6157	male	Artus	Chastain	10/5/2010	7	O+	30.3	122
6158	female	Frida	Tikhonova	3/1/2002	15	A+	55.2	167
6159	male	Jacob	Hill	12/13/2015	2	B+	13	85
6160	female	Angela	Clark	10/12/2004	13	O+	49.6	165
6161	female	Seraphim	Kirillova	12/26/2016	1	O+	8	78
6162	female	Georgia	Ramirez	2/18/2002	15	A+	59.5	153
6163	male	Robert	Blackburn	11/8/2004	13	O+	46.8	171
6164	male	Ellis	Sykes	10/19/2014	3	A+	18.2	99
6165	male	Rinat	Zubarev	7/9/2007	10	A+	41.1	131
6166	female	Yuna	Balashova	12/29/2003	14	A+	62.3	165
6167	male	Howard	Medlock	6/18/2002	15	O+	66	181
6168	male	Mohammad	Banks	1/8/2011	7	O+	24.5	122
6169	male	Langley	Latourelle	6/14/2006	11	O+	39.9	140
6170	male	Gordey	Abdulov	7/17/2000	17	A+	54.9	162
6171	female	Isolde	Koltsova	11/27/2003	14	B+	72.3	160
6172	female	Nora	Yegorova	12/17/2001	16	A+	44.3	151
6173	female	Nelly	Yusupova	10/18/2001	16	O+	62.8	171
6174	female	Leah	Stephens	8/24/2012	5	A+	17.3	105
6175	male	Hilarion	Volkov	12/17/2016	1	A+	12.2	80
6176	male	Gabriel	Vasin	8/2/2015	2	AB+	10.2	81
6177	female	Tilly	Bolton	7/7/2000	17	A+	57.2	155
6178	female	Melodie	Audet	11/13/2007	10	A-	23.3	141
6179	male	Wm	Graves	3/20/2006	11	O+	32.8	150
6180	female	Gracie	Cooper	12/18/2006	11	A+	45.8	136
6181	male	Rostislav	Gavrilov	3/14/2011	6	B+	22.4	107
6182	female	Miroslav	Zuyeva	4/7/2006	11	A+	29.6	133
6183	male	Corey	Porter	3/29/2002	15	A+	57.1	167
6184	male	Nick	Pokrovskii	3/10/2012	5	B+	18.2	115
6185	female	Natella	Kirillova	7/13/2007	10	O+	23.3	142
6186	female	Virgina	Cahill	2/2/2004	13	O+	54.3	145
6187	female	Hope	Reed	9/4/2015	2	B+	10.6	81
6188	female	Valeria	Borodina	2/13/2013	4	A+	12.5	105
6189	male	Frontino	Barteaux	12/16/2005	12	B+	49.4	156
6190	male	Senior	Mercier	9/17/2005	12	A+	51.2	155
6191	male	Gregory	Rogers	8/21/2015	2	B+	10.2	88
6192	female	Danielle	Power	4/13/2003	14	A+	44.5	150
6193	male	Melville	Brunault	6/30/2017	0	A+	4.6	48
6194	male	Warrane	Courtemanche	11/17/2017	0	O+	2.2	55
6195	female	Tracy	Howle	12/2/2008	9	O+	38.2	140
6196	female	Eva	Herbert	10/27/2010	7	B+	17	127
6197	male	Michael	Gleason	6/3/2007	10	O+	44.6	149
6198	female	Leah	Evans	8/22/2009	8	B+	37.1	134
6199	male	Leo	Fleming	5/16/2014	3	O+	15	94
6200	female	Summer	Harris	10/6/2012	5	O+	22.3	103
6201	female	Natalia	Golubova	4/11/2017	0	O+	4.4	54
6202	female	Lawanda	Anthony	6/24/2015	2	B+	11.6	78
6203	female	Baptiste	de Brisay	1/14/2015	3	O+	13	92
6204	female	Georgia	Sykes	1/6/2011	7	O+	28.4	112
6205	male	David	Holloway	4/3/2016	1	O+	8.6	75
6206	female	Dominica	Tretyakova	1/25/2001	16	B+	66.5	163
6207	female	Ophelia	Faucher	1/1/2006	12	A+	55.3	140
6208	female	Kiera	Garner	3/1/2007	10	B+	37.5	140
6209	female	Valérie	Tollmache	12/19/2004	13	O-	70.9	155
6210	male	Max	O'Brien	11/10/2017	0	O+	2.6	54
6211	male	Valentine	Lavrov	3/12/2017	0	B+	2.4	55
6212	female	Georgia	Montez	7/17/2014	3	O-	13.7	99
6213	male	Emil	Bobrov	2/8/2000	17	O-	90.8	183
6214	female	Helen	Girard	11/27/2013	4	O+	16.5	109
6215	female	Bethany	Patel	3/29/2015	2	B+	10	85
6216	female	Manon	Duperré	7/7/2009	8	A+	38.4	133
6217	female	Marthe	Goddu	2/28/2001	16	A-	49.4	153
6218	male	Farid	Yusupov	3/18/2011	6	A+	21	113
6219	female	Faith	Slater	3/4/2002	15	O+	61.6	170
6220	male	Jamie	Gibbons	9/15/2000	17	A+	72.3	184
6221	male	Michael	Griffin	5/22/2005	12	O+	51.3	148
6222	male	Glen	Conner	1/4/2018	0	B+	3.6	51
6223	male	Muhammad	Howe	4/30/2006	11	O+	45.4	139
6224	female	Barbara	Newman	3/3/2012	5	A+	23.7	116
6225	male	Hayden	Walters	11/20/2008	9	O-	26.5	146
6226	female	Sophia	Hayward	5/9/2003	14	AB+	50.1	170
6227	male	James	Goodwin	12/18/2014	3	B+	17.2	95
6228	male	Jordan	James	9/7/2014	3	B+	18.1	94
6229	female	Delmare	Royer	5/19/2006	11	O+	28.6	158
6230	female	Thais	Voronova	12/27/2015	2	O+	12.6	91
6231	female	Émilie	Chicoine	5/5/2005	12	B+	47.7	162
6232	male	David	Cain	8/3/2017	0	O+	2.3	51
6233	female	Ashley	Gilbert	10/2/2006	11	A+	50	144
6234	male	Bulat	Artemiev	10/31/2004	13	A+	41.1	168
6235	male	Travis	Swanner	10/23/2013	4	O-	17.6	97
6236	female	Monica	Quan	2/27/2007	10	B+	45	150
6237	female	Kenya	Zayas	1/6/2017	1	B+	8	76
6238	female	Mstislav	Dolgorukova	2/7/2001	16	A-	53.7	155
6239	male	Jérôme	Guertin	9/16/2015	2	O+	15.7	93
6240	male	Fitz	Fresne	10/5/2005	12	A+	49.6	153
6241	female	Chelsea	Wong	6/18/2001	16	AB+	80.9	165
6242	female	Amy	Bradley	7/29/2016	1	AB+	11.3	72
6243	male	Spencer	Miah	9/9/2011	6	A+	22.4	125
6244	male	Nathan	Butusov	5/18/2015	2	B+	13.5	85
6245	male	Geoffrey	Dodier	1/5/2012	6	O+	23.1	121
6246	male	Isaac	Kryukov	8/11/2002	15	O-	82.3	164
6247	male	Tyler	Newman	4/11/2008	9	A+	33.2	139
6248	male	Zak	Bibi	6/13/2008	9	A+	27.4	129
6249	female	Susanna	Lavrova	4/25/2003	14	O+	64.1	173
6250	male	Gilles	LeBatelier	2/3/2005	12	A+	37.4	154
6251	female	Emma	Goff	2/11/2006	11	A-	31.9	153
6252	male	Percy	Lesage	6/26/2001	16	O+	61.4	182
6253	male	Chappell	Plouffe	2/21/2017	0	O+	4.3	45
6254	male	Robert	Macon	2/19/2011	6	O+	22.1	121
6255	female	Mary	Macgregor	8/19/2005	12	O+	61.7	162
6256	male	Jamal	Nevzorov	5/19/2011	6	B+	18.1	124
6257	female	Annette	Robillard	5/28/2001	16	A+	64.4	172
6258	female	Fayette	Bélair	12/22/2007	10	B+	40.4	140
6259	male	Stepan	Vinogradov	3/27/2005	12	B+	60	145
6260	female	Jennifer	Glover	11/30/2001	16	O+	79.3	165
6261	female	Leah	Nikitina	4/11/2004	13	O+	35.3	147
6262	female	Alice	Harding	8/21/2008	9	O+	31.5	130
6263	male	Lucas	Edwards	11/21/2012	5	O+	22.4	107
6264	female	Ruslana	Artyomova	6/4/2004	13	A+	63.8	156
6265	male	James	Fry	11/27/2001	16	B+	53.3	167
6266	female	Kamala	Kelly	8/22/2011	6	A-	23.1	122
6267	female	Karina	Korovina	7/27/2015	2	B+	9.9	80
6268	male	Roy	Lee	2/12/2013	4	O-	15.5	111
6269	female	Marla	Page	4/29/2000	17	B+	46	165
6270	male	Avdei	Pokrovskii	1/25/2015	2	AB+	13.4	82
6271	female	Patricia	White	12/4/2010	7	B+	31.1	132
6272	female	Alexis	Christenson	5/10/2003	14	B+	36.4	156
6273	female	Dawn	Brown	3/15/2007	10	A+	35.8	142
6274	male	Clovis	Courtemanche	2/4/2004	13	O+	57.3	169
6275	female	Alisha	Powell	3/12/2002	15	O+	78.7	170
6276	male	Sargent	De La Ronde	10/25/2010	7	B+	19.8	114
6277	male	Searlas	Barrette	3/25/2002	15	O+	79.7	172
6278	male	Taras	Bezrukov	10/23/2016	1	B+	8.9	78
6279	male	Yefim	Pokrovskii	2/9/2003	14	AB+	54.3	151
6280	female	Lydia	Evans	8/18/2007	10	O+	47.1	135
6281	female	Océane	Lavallée	5/25/2012	5	A+	17.2	114
6282	female	Karen	Bove	4/12/2005	12	B+	33.1	162
6283	male	Jose	Fabre	7/26/2017	0	A+	2.4	52
6284	female	Katie	Power	8/24/2012	5	O+	20.7	115
6285	male	Delmar	Lazure	9/14/2011	6	A+	27.3	125
6286	male	Marvin	Castello	3/2/2009	8	A+	32.3	139
6287	male	Leal	Berthiaume	5/30/2010	7	A-	28.5	125
6288	male	Joseph	Craig	7/25/2014	3	O+	11.6	100
6289	male	Wm	Harvey	9/25/2012	5	O+	15.9	108
6290	male	Peppin	Fresne	1/24/2004	13	B+	32.1	171
6291	male	Malik	Belousov	2/23/2013	4	A+	15.7	111
6292	female	Kiera	Patterson	12/11/2014	3	A+	13.5	102
6293	female	Freya	Dodd	8/30/2016	1	A+	8.6	73
6294	female	Pauline	Giroux	7/1/2006	11	B+	32.3	157
6295	female	Raina	Richard	2/20/2017	0	O+	2.5	46
6296	female	Valerie	McCown	12/6/2004	13	A+	38.2	160
6297	female	Amelie	Willis	11/14/2004	13	O-	60.8	154
6298	female	Albina	Baranova	6/9/2006	11	O+	47.7	144
6299	male	Finlay	Macdonald	5/17/2010	7	O-	26.2	116
6300	male	Michael	Pirogov	9/12/2017	0	A+	4.1	50
6301	female	Summer	Davison	6/29/2015	2	O+	14.6	80
6302	male	Andrew	Dickinson	8/27/2016	1	B+	11.2	75
6303	male	Josh	Hudson	9/30/2004	13	A+	52.4	160
6304	female	Isabelle	Baldwin	6/8/2016	1	A+	10.3	78
6305	female	Tilly	Charpie	4/27/2016	1	O+	11.3	78
6306	male	Ahmed	Yermolayev	7/2/2002	15	B+	67.1	180
6307	male	Matthew	Powell	12/10/2011	6	O+	29	115
6308	male	John	Corley	12/30/2007	10	O+	47.4	145
6309	male	Théodore	Bellemare	1/4/2016	2	B+	11.3	83
6310	female	Holly	Berry	9/2/2004	13	A+	49.4	146
6311	male	Cornelius	Maslow	10/19/2000	17	O-	55.8	176
6312	male	Sergey	Balashov	10/16/2005	12	O+	41.2	151
6313	male	Ramiro	Yevdokimov	2/17/2012	5	O+	16.2	100
6314	female	Corinne	Barrière	11/28/2009	8	A+	29.7	129
6315	female	Viollette	Simard	10/19/2015	2	O+	13.5	84
6316	female	Garland	Deserres	9/24/2004	13	A+	59.7	170
6317	male	Vincent	Duclos	4/2/2013	4	O+	14.5	105
6318	male	Orson	Larivière	3/28/2000	17	O+	59.9	179
6319	female	Lolita	Balashova	4/15/2013	4	B+	21.3	97
6320	female	Kimberly	Bolles	10/2/2004	13	O+	45.1	150
6321	male	Loyal	Beauchesne	6/22/2014	3	A+	19	89
6322	female	Paige	Parkes	8/27/2001	16	A+	63.9	156
6323	female	Emmanuelle	Bourgeau	3/11/2015	2	B+	12.3	91
6324	female	Victoria	Golubeva	9/15/2007	10	O+	31.4	133
6325	male	Rodion	Aksakov	12/8/2016	1	A+	11.5	77
6326	female	Mary	Galkina	3/18/2010	7	A+	21.1	116
6327	female	Lolita	Abramova	4/13/2015	2	O+	9	83
6328	male	Andrew	Carr	12/6/2017	0	O+	2.7	46
6329	female	Clémence	Breton	5/30/2000	17	O+	64.2	162
6330	male	Randall	McCafferty	4/25/2006	11	O-	46.7	142
6331	male	Eugene	Konovalov	12/4/2016	1	O+	8.1	72
6332	female	Nita	Mitchum	11/11/2005	12	B-	37.4	139
6333	male	David	Zakharov	10/6/2012	5	A+	23	115
6334	female	Julie	Condon	5/24/2001	16	O+	69.6	175
6335	female	Mia	Solar	9/27/2008	9	B+	23.4	140
6336	male	Travis	Jones	12/6/2008	9	O+	27	140
6337	female	Rive	Fréchette	1/6/2016	2	B+	10.8	84
6338	female	Lolita	Artemyeva	11/24/2011	6	A-	25.4	112
6339	female	Minette	Lacasse	3/12/2003	14	B+	49.3	172
6340	male	Geoffrey	Despins	7/19/2012	5	O-	18.8	114
6341	male	Somer	Bouchard	11/13/2001	16	A+	79.6	172
6342	female	Dana	Selezneva	8/21/2014	3	B+	14	87
6343	male	Zinovy	Azarov	10/25/2013	4	O+	18.9	95
6344	female	Eleanor	Cahill	4/26/2015	2	AB+	11.5	79
6345	male	Oleg	Kharlamov	9/10/2017	0	O+	4.2	51
6346	male	Arthur	Justice	9/21/2010	7	A+	29.2	116
6347	female	Linda	Bass	12/25/2008	9	A+	22	137
6348	male	John	Rees	12/11/2000	17	O-	56.3	169
6349	female	Noémi	Thivierge	2/27/2001	16	A-	58.4	153
6350	female	Bronislaw	Maslova	3/12/2015	2	A+	12.1	82
6351	male	Jay	Wyatt	5/3/2003	14	AB+	50.8	166
6352	female	Pelagia	Artyomova	8/7/2001	16	B+	64.6	158
6353	male	Mstislav	Zhirov	7/13/2008	9	O+	32.8	139
6354	female	Matilda	Conway	7/5/2016	1	A+	11	74
6355	female	Diane	Dickerson	2/14/2010	7	A+	17.8	132
6356	female	Matilda	Warren	6/12/2002	15	A+	61	174
6357	male	Porphyry	Yevdokimov	11/17/2006	11	O+	36	140
6358	female	Claire	Bazin	7/5/2004	13	A+	38.4	153
6359	female	Alice	Mailly	11/3/2007	10	O+	28.2	128
6360	male	Nicholas	Smart	10/11/2001	16	B+	75.7	172
6361	male	Malik	Bodrov	2/5/2007	10	O+	46.2	132
6362	male	Adrian	Kennell	5/16/2013	4	B+	19.8	108
6363	female	Rebecca	Cline	11/4/2002	15	O+	49.9	156
6364	female	Favor	Gamache	10/28/2014	3	A+	15.8	98
6365	female	Lauren	Chamberlain	7/10/2002	15	O+	76.4	170
6366	male	Jude	Parry	8/4/2006	11	O+	49.8	143
6367	female	Sylvie	Hervé	1/22/2010	7	B+	18.8	126
6368	male	Arnaud	D'Aubigné	7/26/2017	0	A+	4.6	53
6369	female	Françoise	Houle	11/25/2001	16	O+	55.9	169
6370	female	Dorene	Berie	2/28/2001	16	A+	41	152
6371	male	Otis	Leake	3/7/2014	3	A+	12.9	94
6372	male	Sean	Francis	6/11/2016	1	A+	11.4	82
6373	female	Nadine	Auger	11/20/2017	0	AB+	4.3	46
6374	male	Fedot	Mishin	8/18/2016	1	O+	9	73
6375	female	Sarah	Stevenson	12/11/2004	13	O+	62.8	145
6376	male	Timothy	Sanchez	2/11/2004	13	O+	46.8	143
6377	female	Tammy	Jordan	3/18/2017	0	AB+	4.6	48
6378	male	Jamie	Bryan	8/14/2006	11	B+	35.4	135
6379	female	Jennifer	Medina	9/4/2007	10	A+	34.2	126
6380	female	Cynthia	Nimmo	11/13/2001	16	B+	54	174
6381	female	Patricia	Casey	12/21/2015	2	A+	10.5	80
6382	male	Elliot	Rogers	3/24/2003	14	B-	45.5	165
6383	female	Viola	Asher	3/2/2004	13	O+	50.2	144
6384	male	Searlas	Huot	4/4/2003	14	B+	68.6	178
6385	male	Joseph	Green	11/11/2002	15	A+	63.4	184
6386	female	Margene	Cribb	8/8/2008	9	O+	24.1	145
6387	male	Noah	Hart	10/16/2000	17	A+	85	176
6388	male	John	Cortez	4/26/2014	3	A-	13.8	97
6389	female	Mary	Gerasimova	6/16/2017	0	O+	3.7	45
6390	male	Ephraim	Denisov	2/9/2004	13	A+	65.2	143
6391	female	Mollie	Peacock	4/14/2007	10	B+	36.2	136
6392	male	Samuel	Baker	7/28/2010	7	A+	30.3	115
6393	male	Gerald	Sandoval	3/12/2014	3	B+	11.7	93
6394	female	Vasilisa	Kharitonova	12/17/2013	4	A+	12.4	96
6395	male	Bogdan	Kotov	8/30/2011	6	O+	25.6	115
6396	female	Kay	Repass	11/8/2004	13	O+	47.7	157
